CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15588933,825,France,Female,36,3,146053.66,1,1,1,138344.7,0
15698031,587,Germany,Female,39,6,101851.8,2,1,0,7103.71,0
15674932,757,Spain,Female,44,9,0.0,2,1,0,177528.92,0
15722322,655,Spain,Female,78,2,0.0,2,0,1,188435.38,0
15662085,678,France,Female,32,9,0.0,1,1,1,148210.64,0
15639278,580,Germany,Female,36,6,145387.32,2,1,1,169963.2,1
15637979,664,Germany,Female,36,2,127160.78,2,1,0,78140.75,0
15569222,781,France,Male,32,6,147107.91,1,1,1,40066.95,0
15684147,678,France,Male,43,5,102338.19,1,1,1,79649.62,0
15579559,544,Spain,Male,30,8,145241.63,1,1,1,80676.83,0
15742126,712,Germany,Male,38,7,132767.66,2,1,1,59115.77,0
15589739,698,France,Male,41,3,90605.29,1,1,1,14357.0,0
15748552,464,Germany,Male,37,4,155994.15,1,0,0,143665.44,0
15683560,642,France,Female,40,7,0.0,2,1,0,183963.34,0
15654891,811,France,Male,30,6,0.0,2,1,1,180591.32,0
15732610,745,France,Female,28,6,0.0,2,1,0,154389.18,0
15575581,614,Germany,Female,30,3,131344.52,2,1,0,54776.64,0
15576745,769,France,Male,48,2,96542.16,2,0,1,197885.72,0
15573520,692,Germany,Male,49,6,110540.43,2,0,1,107472.99,0
15784736,562,France,Male,45,6,136855.24,1,1,0,46864.0,0
15582033,753,Germany,Male,44,3,138076.47,1,1,0,15523.09,1
15604295,543,France,Male,36,6,0.0,2,1,0,176728.28,0
15593959,524,France,Male,28,1,93577.3,1,1,1,51670.82,0
15620836,816,Germany,Female,34,2,108410.87,2,1,0,102908.91,0
15790379,629,Germany,Male,28,8,108601.0,1,1,1,119647.7,0
15574947,656,France,Male,36,8,97786.08,2,0,1,21478.36,0
15604544,850,Germany,Male,40,4,166082.15,2,0,1,44406.17,0
15770345,559,Spain,Female,31,1,139183.06,1,0,1,143360.56,0
15808526,783,Germany,Female,58,3,127539.3,1,1,1,96590.39,1
15668104,479,Spain,Male,37,6,118433.94,1,0,1,160060.9,0
15586970,695,Germany,Male,52,8,103023.26,1,1,1,22485.64,0
15761713,678,France,Female,43,7,178074.33,1,0,0,110405.9,0
15569423,731,Spain,Male,41,4,0.0,2,1,0,22299.27,0
15688637,592,France,Female,27,4,0.0,2,1,1,183569.25,0
15614813,777,Germany,Female,46,0,107362.8,1,1,0,487.3,0
15718281,706,Germany,Male,67,1,123276.69,2,1,1,86507.88,1
15763613,581,France,Male,30,1,0.0,2,1,0,199464.08,0
15767757,562,Spain,Female,29,9,120307.58,1,1,1,6795.61,0
15667424,682,Germany,Female,43,7,111094.05,2,1,1,64679.3,0
15763097,809,Spain,Male,80,8,0.0,2,0,1,34164.05,0
15633461,639,Germany,Male,38,5,130170.82,1,1,1,149599.62,0
15600478,752,France,Male,39,3,0.0,1,1,0,188187.05,0
15589449,815,France,Female,56,3,0.0,3,1,1,94248.16,1
15631162,631,France,Male,32,10,0.0,2,0,1,196342.66,0
15768340,642,Germany,Female,19,3,113905.48,1,1,1,176137.2,0
15615020,595,Germany,Female,41,9,150463.11,2,0,1,81548.38,0
15641604,850,France,Female,55,10,98488.08,1,1,0,155879.57,1
15742886,642,France,Male,26,1,138023.79,2,0,1,117060.2,0
15743709,683,France,Male,30,4,66190.33,1,1,1,115186.97,0
15599131,650,Germany,Male,26,4,214346.96,2,1,0,128815.33,0
15630419,634,France,Male,44,9,149961.11,1,1,0,57121.51,0
15682576,763,France,Male,67,1,149436.73,2,0,1,106282.74,0
15790659,701,Spain,Male,59,7,0.0,2,0,1,27597.59,0
15646168,834,Spain,Male,33,5,0.0,2,1,0,66285.18,0
15585388,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0
15722083,591,Spain,Male,39,8,0.0,2,0,0,42392.24,0
15742028,602,France,Female,35,5,0.0,2,1,0,31050.02,0
15805884,637,France,Female,41,9,0.0,2,1,0,145477.36,0
15731543,679,Spain,Male,58,9,109327.65,1,1,1,3829.13,0
15795571,606,Spain,Male,36,0,94153.56,1,0,1,120138.27,0
15668669,423,France,Female,36,5,97665.61,1,1,0,118372.55,1
15740147,725,France,Female,44,10,0.0,1,0,1,93777.61,0
15626985,850,France,Female,39,0,104386.53,1,1,0,105886.77,0
15581539,474,Spain,Male,37,3,0.0,2,0,0,57175.32,0
15773512,627,Spain,Female,25,4,0.0,1,1,1,194313.93,0
15579714,542,France,Female,29,7,0.0,2,0,1,196651.72,0
15742511,514,France,Male,35,3,121030.9,1,1,0,10008.68,0
15754113,588,France,Female,35,0,0.0,2,1,1,155485.24,0
15595440,508,France,Male,49,7,122451.46,2,1,1,75808.1,0
15625904,624,France,Male,26,9,74681.9,2,0,0,31231.35,0
15616525,720,Spain,Male,31,4,141356.47,1,0,0,137985.69,0
15764916,616,Germany,Female,43,7,95984.21,1,0,1,115262.54,1
15784323,449,France,Female,21,7,0.0,2,0,0,175743.92,0
15712121,657,Spain,Male,34,5,154983.98,1,1,0,27738.01,0
15698716,620,France,Female,70,3,87926.24,2,1,0,33350.26,1
15809248,524,France,Female,36,10,0.0,2,1,0,109614.57,0
15695679,776,Spain,Male,39,2,104349.45,1,0,0,79503.05,0
15807989,681,Germany,Male,37,8,73179.34,2,1,1,25292.53,0
15697625,791,France,Male,37,2,163789.49,2,1,0,75832.53,0
15631927,574,Spain,Female,28,7,0.0,2,0,0,185660.3,0
15754177,712,Spain,Male,53,2,111061.01,2,0,0,26542.17,0
15815428,823,France,Male,34,3,105057.33,1,1,0,9217.92,0
15644765,689,Germany,Male,26,4,120727.97,1,0,1,149073.88,0
15766686,659,Germany,Female,39,1,104502.11,1,1,0,20652.69,0
15714080,566,Germany,Female,40,2,97001.36,2,1,0,154486.01,0
15693947,614,France,Female,19,5,97445.49,2,1,0,122823.34,0
15580912,748,France,Male,32,5,154737.88,2,1,1,172638.13,0
15717065,686,France,Female,35,8,105419.73,1,1,0,35356.46,0
15727391,688,Germany,Male,29,9,144553.5,2,1,0,143454.95,0
15810864,700,France,Female,82,2,0.0,2,0,1,182055.36,0
15583850,672,Germany,Male,68,0,126061.51,2,1,1,184936.77,0
15737556,590,France,Male,43,7,81076.8,2,1,1,182627.25,1
15665524,605,Spain,Male,41,5,103154.66,1,0,0,143203.78,0
15587596,628,Spain,Female,39,8,107553.33,1,1,0,117523.41,0
15629739,621,Germany,Female,31,8,100375.39,1,1,1,90384.26,0
15654238,673,France,Female,40,5,137494.28,1,1,0,81753.92,0
15806901,584,France,Female,39,2,112687.69,1,1,1,127749.61,0
15701741,711,France,Female,39,3,152462.79,1,1,0,90305.97,0
15796764,684,Germany,Female,56,3,127585.98,3,1,1,80593.49,1
15569209,464,Spain,Female,34,5,76001.57,1,1,1,158668.87,0
15614923,630,Spain,Male,41,7,107511.52,1,0,1,46156.87,0
15703292,573,France,Male,26,8,86270.93,2,1,1,90177.3,0
15692235,750,France,Female,38,1,0.0,2,1,0,47764.99,0
15691823,672,France,Male,37,5,153195.59,1,1,1,162763.01,0
15648794,836,Spain,Male,57,4,101247.06,1,1,0,37141.62,1
15592089,788,France,Female,43,10,0.0,2,1,1,116111.51,0
15708063,712,France,Male,36,2,100749.5,3,0,0,70758.37,1
15602030,717,France,Male,28,4,128206.79,1,1,1,54272.12,0
15611371,736,France,Male,43,4,176134.54,1,1,1,52856.88,0
15806134,707,Germany,Male,34,9,162691.16,2,1,0,94912.78,0
15685829,551,France,Male,37,3,0.0,2,1,1,50578.4,0
15761374,706,France,Male,54,9,117444.51,1,1,1,186238.85,0
15795878,636,Spain,Male,45,3,0.0,2,1,1,159463.8,0
15663808,666,Germany,Female,59,8,152614.51,2,1,1,188782.3,0
15697100,772,Germany,Female,48,6,108736.52,1,1,0,184564.67,1
15801904,677,Germany,Male,28,0,143988.0,2,1,0,8755.69,1
15711130,734,France,Male,45,2,0.0,2,1,0,99593.28,0
15576352,586,Spain,Female,57,3,0.0,2,0,1,6057.81,0
15768104,788,Spain,Male,37,8,141541.25,1,0,0,66013.27,0
15676715,640,France,Male,68,9,0.0,2,1,1,199493.38,0
15768465,582,Germany,Male,35,8,121309.17,2,1,1,28750.67,0
15580956,683,Germany,Female,43,4,115888.04,1,1,1,117349.19,1
15672467,766,France,Female,52,7,92510.9,2,0,1,66193.61,0
15724890,584,Spain,Male,36,4,82696.09,2,0,0,83058.14,0
15690695,683,France,Female,33,9,0.0,2,1,1,38784.42,0
15668058,661,Germany,Male,35,8,124098.54,1,1,0,86678.48,0
15620398,635,Spain,Female,34,5,98683.47,2,1,0,15733.19,0
15569438,607,Germany,Male,36,10,106702.94,2,0,0,198313.69,0
15575002,676,France,Male,29,4,140720.93,1,1,0,36221.18,0
15652169,642,France,Male,35,2,133161.95,1,0,1,122254.86,0
15798053,707,Spain,Male,32,9,0.0,2,1,0,126475.79,0
15775082,749,France,Male,42,1,129776.72,2,0,1,143538.51,0
15727489,567,Spain,Female,45,1,157320.51,1,1,0,62193.92,0
15694272,673,France,Male,30,1,64097.75,1,1,1,77783.35,0
15600991,694,Germany,Male,31,6,109052.59,2,1,1,19448.93,1
15658067,636,Germany,Female,48,3,120568.41,1,1,0,190160.04,1
15570859,626,Germany,Male,36,2,181671.16,2,1,1,57531.14,0
15694601,583,France,Female,31,4,158978.79,1,1,0,12538.92,0
15766896,750,France,Male,37,3,0.0,2,1,0,16870.2,0
15766017,615,Germany,Male,58,3,72309.3,1,1,1,85687.09,1
15781586,837,Germany,Male,38,2,126732.85,1,1,1,79577.38,0
15686941,575,Spain,Female,26,7,0.0,2,1,0,112507.63,0
15731246,628,Spain,Male,40,10,0.0,2,1,0,103832.58,0
15646756,682,France,Female,33,8,74963.5,1,1,1,32770.56,0
15634772,682,Spain,Female,59,0,122661.39,1,0,1,84803.76,0
15748649,644,France,Male,40,8,93183.19,1,1,0,73882.49,0
15810878,537,Spain,Female,38,6,141786.78,1,0,1,147797.54,0
15714380,827,France,Male,38,5,0.0,2,0,0,103305.01,0
15634606,634,Spain,Male,52,1,0.0,2,1,1,176913.42,0
15645937,790,Spain,Male,32,3,0.0,1,1,0,91044.47,0
15683363,540,Spain,Male,39,1,0.0,1,0,1,108419.41,0
15756118,661,Spain,Male,20,8,0.0,1,1,0,110252.53,0
15766734,430,France,Male,31,5,0.0,1,1,0,95655.16,0
15739357,756,Spain,Male,30,2,145127.85,1,0,0,7554.68,0
15568240,492,Germany,Female,30,10,77168.87,2,0,1,146700.22,0
15567328,738,Spain,Male,38,5,177997.07,1,0,1,19233.41,0
15600280,703,France,Female,32,6,0.0,2,0,0,33606.52,0
15711602,676,France,Female,36,3,91711.59,1,1,1,95393.43,0
15812594,791,France,Male,34,7,0.0,2,1,0,96734.46,0
15759480,644,France,Female,40,10,139180.97,1,1,1,19959.67,0
15660871,665,France,Male,28,8,137300.23,1,1,0,90174.83,0
15597909,652,Germany,Male,33,7,128135.99,1,1,0,158437.73,0
15614893,689,Spain,Male,38,2,0.0,1,1,1,82709.8,0
15758023,544,Germany,Male,47,5,105245.21,1,0,0,99922.08,1
15699507,542,France,Female,25,7,0.0,2,0,1,82393.08,0
15607040,593,Spain,Female,38,4,88736.44,2,1,0,67020.03,0
15748595,689,France,Female,29,1,77556.79,2,1,1,122998.26,0
15580043,575,Spain,Female,22,8,105229.34,1,1,1,34397.08,0
15606836,782,France,Female,33,2,94493.03,1,0,1,101866.39,0
15701281,511,France,Male,27,8,0.0,2,1,1,49089.36,0
15670427,662,Spain,Male,37,4,155187.3,1,1,0,48930.8,0
15798666,814,France,Female,36,6,0.0,2,1,1,98657.01,0
15793135,713,Germany,Female,24,7,147687.24,1,1,1,121592.5,0
15641411,756,France,Female,23,1,112568.31,1,1,1,113408.11,0
15792473,598,Germany,Female,50,5,88379.81,3,0,1,64157.24,1
15704315,556,France,Male,34,8,163757.06,1,1,1,104000.06,0
15588923,591,France,Female,33,4,113743.37,1,1,0,124625.08,0
15575498,705,France,Female,39,5,149379.66,2,1,0,96075.55,0
15572145,767,France,Female,34,8,0.0,2,1,0,94767.77,0
15745201,612,France,Female,43,4,139496.35,2,1,1,77128.23,0
15605622,841,Spain,Male,28,4,0.0,2,1,1,179436.6,0
15773322,536,Germany,Female,44,4,121898.82,1,0,0,131007.18,0
15773447,526,Spain,Male,30,8,0.0,1,1,0,36251.0,0
15623450,637,Germany,Female,27,7,135842.89,1,1,1,101418.05,0
15741693,693,France,Male,40,4,130661.96,1,1,1,101918.96,0
15658956,505,Germany,Male,40,6,47869.69,2,1,1,155061.97,0
15782641,710,Spain,Female,29,3,119670.18,1,1,0,188022.44,0
15808228,768,Spain,Female,44,6,60603.4,1,1,1,178045.97,0
15610226,614,France,Female,27,9,106414.57,2,0,0,77500.81,0
15812616,707,France,Female,49,10,0.0,1,1,0,82967.97,1
15642709,474,France,Female,30,9,0.0,2,0,0,63158.22,0
15655410,768,Germany,Male,49,1,133384.66,1,1,0,102397.22,1
15794895,581,Spain,Male,34,1,0.0,2,0,1,81175.25,0
15694192,598,Spain,Female,38,6,0.0,2,0,0,173783.38,0
15680772,721,Spain,Female,36,2,0.0,2,1,1,106977.8,0
15795132,735,France,Female,25,3,91718.8,1,0,0,28411.23,0
15605673,716,Spain,Female,29,8,0.0,2,0,0,78616.92,0
15746674,730,France,Female,47,7,0.0,1,1,0,33373.26,1
15764419,730,France,Male,27,5,0.0,2,1,1,116081.93,0
15734649,779,Spain,Female,55,0,133295.98,1,1,0,22832.71,1
15713912,516,Spain,Female,45,8,109044.3,1,0,1,115818.16,0
15734987,658,France,Female,43,7,140260.36,2,1,0,2748.72,0
15582259,567,France,Female,37,7,0.0,2,1,1,28690.9,0
15669611,632,France,Male,71,3,83116.68,1,1,1,27597.76,0
15797329,626,France,Male,43,4,137638.69,1,1,0,130442.08,1
15659567,473,France,Female,39,9,117103.26,2,1,1,85937.52,1
15626414,703,France,Male,44,6,98862.54,1,1,0,151516.7,0
15721462,622,Spain,Female,58,2,0.0,2,1,1,33277.31,0
15591969,497,Spain,Male,27,9,75263.16,1,1,1,164825.04,0
15600821,721,France,Male,69,2,108424.19,1,1,1,178418.35,0
15654489,843,France,Female,38,8,134887.53,1,1,1,10804.04,0
15619889,556,France,Male,26,4,0.0,1,1,0,195167.38,0
15607312,648,Spain,Female,49,10,0.0,2,1,1,159835.78,1
15643824,637,France,Male,33,0,132255.99,2,0,1,74588.41,0
15749472,775,France,Male,45,8,0.0,1,1,0,130376.68,0
15646082,676,France,Female,34,8,82909.14,1,1,0,91817.38,1
15780628,633,France,Female,30,6,0.0,2,0,0,41642.29,0
15624755,707,Germany,Female,40,3,109628.44,1,1,0,189366.03,0
15697201,640,Spain,Female,46,3,0.0,1,1,1,156260.08,0
15789425,694,Germany,Female,37,8,98218.04,2,1,0,182354.46,1
15755521,660,France,Female,48,0,90044.32,2,0,1,187604.97,1
15598846,700,France,Female,44,2,58781.76,1,1,0,16874.92,0
15756277,850,Germany,Female,43,8,92244.83,2,1,0,54949.73,0
15589948,607,Spain,Male,28,1,135936.1,2,1,1,110560.14,0
15756472,804,France,Male,25,7,108396.67,1,1,0,128276.95,0
15592877,641,Spain,Male,42,9,132657.55,1,1,0,35367.19,0
15632280,544,Spain,Female,53,9,0.0,1,1,0,125692.07,1
15724223,545,France,Female,55,5,0.0,1,0,0,10034.77,1
15726087,592,France,Female,62,5,0.0,1,1,1,100941.57,0
15651001,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0
15720968,606,Germany,Male,27,2,130274.26,2,1,0,147533.09,0
15804072,701,Spain,Female,42,5,0.0,2,0,0,24210.56,0
15582168,713,Germany,Female,61,4,149525.34,2,1,0,123663.63,0
15794276,588,France,Female,64,3,0.0,1,1,1,189703.65,0
15692416,358,Spain,Female,52,8,143542.36,3,1,0,141959.11,1
15814846,691,France,Male,52,3,0.0,1,1,0,175843.68,1
15636626,718,France,Male,35,3,97560.16,1,1,1,53511.74,0
15584899,617,France,Female,35,5,0.0,2,0,1,13066.3,0
15755405,710,France,Male,43,9,128284.45,1,1,0,32996.89,1
15713769,617,Spain,Male,38,7,0.0,1,1,1,27239.28,0
15600399,598,France,Male,60,4,0.0,1,1,0,197727.14,1
15627630,599,France,Female,41,1,0.0,2,1,0,96069.82,0
15714750,690,France,Female,42,3,92578.14,2,0,0,70810.6,0
15610446,714,France,Female,51,4,88308.87,3,0,0,5862.53,1
15791769,691,France,Female,29,9,116536.43,1,1,0,51987.99,0
15804771,614,France,Male,51,4,40685.92,1,1,1,46775.28,0
15766787,707,France,Female,35,9,0.0,2,1,1,70403.65,0
15607748,498,Germany,Male,37,8,108432.88,2,1,1,14865.05,0
15791111,635,France,Female,47,2,125724.95,2,1,0,63236.97,0
15706071,528,Germany,Male,39,0,127631.62,1,0,1,22197.8,1
15714431,561,France,Male,37,1,100443.36,2,0,1,101693.73,0
15596455,546,Spain,Female,45,2,0.0,1,0,0,197789.83,1
15755242,682,France,Female,46,2,0.0,1,1,1,114442.66,0
15588986,673,Germany,Female,29,4,99097.36,1,1,1,9796.69,0
15694039,650,Germany,Female,46,9,149003.76,2,1,0,176902.83,0
15674929,512,France,Female,31,7,0.0,2,0,0,49326.07,0
15707219,844,France,Female,28,4,0.0,2,0,1,123318.37,0
15697948,752,Spain,Female,36,3,0.0,2,1,1,48505.1,0
15706464,667,Spain,Male,35,4,97585.32,2,0,0,57213.46,0
15571121,670,France,Female,50,8,138340.06,1,0,1,3159.15,0
15598044,715,France,Female,35,3,0.0,1,1,1,152012.36,0
15690898,696,France,Male,44,8,161889.79,1,0,0,75562.47,0
15619537,550,France,Male,31,5,142200.19,2,1,1,122221.71,0
15590241,750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1
15647333,621,France,Male,27,4,137003.68,1,1,0,21254.06,0
15726354,688,France,Female,32,6,123157.95,1,1,0,172531.23,0
15705521,548,Germany,Female,33,0,101084.36,1,1,0,42749.85,0
15765806,492,France,Male,29,1,144591.96,1,1,1,196293.76,0
15576124,582,France,Male,41,1,40488.76,1,1,0,128528.83,0
15728669,584,Germany,Female,30,8,112013.81,1,1,0,177772.03,1
15597385,573,Spain,Male,41,5,0.0,2,0,1,14479.29,0
15789379,762,France,Male,26,6,130428.78,1,1,0,173365.89,0
15715527,543,Spain,Female,41,4,0.0,1,0,0,194902.16,0
15592645,704,Spain,Male,37,4,0.0,2,0,0,25684.93,0
15624866,658,Germany,Male,37,3,168735.74,2,0,0,70370.24,0
15594720,460,Germany,Female,35,8,102742.91,2,1,1,189339.6,0
15718667,621,France,Male,35,7,87619.29,1,1,0,143.34,0
15632850,731,France,Male,37,8,0.0,2,1,1,170338.35,0
15577359,767,Spain,Male,47,5,0.0,1,1,0,121964.46,1
15623220,723,Spain,Female,45,4,0.0,2,1,0,37214.39,0
15585768,582,Germany,Male,41,6,70349.48,2,0,1,178074.04,0
15569364,666,France,Male,36,3,0.0,2,1,0,35156.54,0
15712877,724,Spain,Male,36,1,0.0,2,1,0,52462.25,0
15569654,850,Germany,Female,31,3,51293.47,1,0,0,35534.68,0
15716236,499,France,Male,35,10,0.0,2,1,0,10722.54,0
15787830,452,Germany,Male,33,7,153663.27,1,1,0,111868.23,0
15807340,525,Germany,Male,33,4,131023.76,2,0,0,55072.93,0
15751193,621,Spain,Male,33,4,0.0,2,1,1,40299.23,0
15692599,687,France,Male,34,5,128270.56,1,1,0,191092.62,0
15780254,654,France,Male,40,6,0.0,1,0,0,183872.88,1
15683183,766,Germany,Female,45,6,97652.96,1,1,0,127332.33,0
15722053,576,Spain,Male,33,3,0.0,2,0,1,190112.05,0
15786680,805,Spain,Male,37,5,0.0,2,1,0,21928.81,0
15733444,736,France,Female,29,9,0.0,2,0,0,176152.7,0
15732202,615,France,Male,34,1,83503.11,2,1,1,73124.53,1
15715643,662,France,Male,44,8,0.0,2,1,1,175314.87,0
15667190,630,Spain,Female,21,1,85818.18,1,1,1,133102.3,0
15798895,525,France,Female,59,6,55328.4,1,1,0,83342.73,1
15762993,796,Spain,Male,32,5,102773.15,2,0,1,117832.88,0
15783026,701,France,Female,41,2,0.0,1,1,0,47856.78,0
15731951,689,Spain,Female,28,5,95328.6,1,1,0,6129.61,1
15684861,726,France,Female,32,8,0.0,2,0,0,185075.63,0
15803764,561,France,Male,28,7,0.0,2,1,0,7797.01,0
15621974,778,Germany,Female,33,4,111063.73,2,1,0,83556.65,0
15732334,653,France,Female,40,0,0.0,2,1,0,35795.85,0
15749807,516,Spain,Female,31,3,0.0,2,1,0,124202.26,0
15607827,711,Germany,Male,34,4,133467.77,2,1,1,42976.64,0
15612776,850,Spain,Female,39,10,0.0,2,1,1,143030.09,0
15605698,746,France,Male,58,3,0.0,3,1,1,80344.96,1
15723706,573,France,Female,33,0,90124.64,1,1,0,137476.71,0
15752463,826,Spain,Female,29,4,129938.07,1,0,1,190200.53,0
15578515,659,France,Female,38,3,0.0,2,1,0,158553.1,0
15657085,578,France,Male,23,10,88980.32,1,1,1,125222.36,0
15719950,682,France,Male,61,10,73688.2,1,1,1,172141.33,0
15806880,627,Spain,Female,30,6,0.0,1,1,1,113408.47,0
15611800,624,France,Female,62,7,125163.62,2,1,1,151411.5,0
15736397,544,France,Male,23,1,96471.2,1,1,0,35550.97,0
15580805,655,France,Male,27,10,0.0,2,1,0,51620.94,0
15730059,638,Spain,Male,44,9,77637.35,2,1,1,111346.22,0
15604891,624,Spain,Female,38,8,0.0,2,1,0,95403.41,0
15718242,725,Germany,Female,47,1,104887.43,1,0,0,86622.56,1
15663921,429,France,Male,60,7,0.0,2,1,1,163691.48,0
15717937,554,Germany,Male,43,5,99906.89,1,0,0,24983.39,0
15716609,484,Germany,Male,54,3,134388.11,1,0,0,49954.79,1
15684198,551,France,Female,38,10,0.0,2,1,1,216.27,0
15698285,676,France,Female,41,4,101457.14,1,1,1,79101.67,0
15573926,735,Spain,Male,38,7,86131.71,2,0,0,93478.96,0
15805112,578,France,Male,38,7,82259.29,1,1,0,8996.97,0
15625126,629,France,Female,40,6,0.0,2,1,1,139356.3,0
15590637,721,France,Male,41,7,0.0,2,0,1,61018.85,0
15802625,733,Germany,Male,48,7,85915.52,1,1,1,23860.5,0
15750658,798,France,Male,37,8,0.0,3,0,0,110783.28,0
15606613,655,France,Female,59,7,0.0,1,1,0,88958.49,1
15604497,458,Germany,Male,44,7,84386.57,1,1,0,178642.73,0
15802758,594,Germany,Female,23,4,104753.84,2,1,0,56756.52,1
15628558,447,France,Female,44,5,89188.83,1,1,1,75408.24,0
15722632,716,Germany,Male,50,2,119655.77,1,1,1,12944.17,1
15752026,691,France,Male,58,3,0.0,1,0,1,194930.3,1
15583221,667,Germany,Male,70,3,77356.92,2,1,1,20881.96,0
15643042,590,Germany,Female,40,2,117641.43,2,0,0,92198.05,0
15734044,671,France,Female,31,7,41299.03,1,0,1,102681.32,0
15691513,592,France,Male,60,9,0.0,4,1,1,13614.01,1
15585066,660,France,Female,43,1,0.0,1,0,1,112026.1,1
15781326,636,France,Male,35,9,95478.17,1,0,0,169286.74,0
15791040,801,Spain,Male,58,1,79954.61,2,1,1,30484.19,0
15758510,474,France,Male,26,6,0.0,2,0,0,152491.22,0
15774258,678,France,Male,40,1,0.0,2,1,1,187343.4,0
15598948,523,Spain,Female,24,5,172231.93,1,0,1,155144.12,0
15658233,724,France,Female,41,5,109798.25,1,0,1,149593.61,0
15682834,715,Spain,Female,35,4,40169.88,2,1,1,199857.47,0
15579345,775,Germany,Female,74,0,161371.5,1,1,1,134869.93,0
15725478,775,France,Male,60,7,0.0,2,1,1,111558.7,0
15813590,610,Spain,Male,42,6,0.0,2,1,0,158302.59,1
15726358,681,France,Male,34,7,0.0,2,0,0,130686.59,0
15785024,629,France,Female,40,9,137409.19,1,1,0,175877.7,1
15605742,737,France,Male,43,0,80090.93,1,1,0,39920.0,1
15615352,588,France,Male,31,4,99607.37,2,0,1,35877.03,0
15685826,563,France,Male,30,7,90727.79,1,1,0,122268.75,0
15594450,695,France,Male,49,9,159458.53,1,1,0,135841.35,0
15665168,681,Germany,Female,44,3,105206.7,2,1,1,163558.36,0
15639946,597,Germany,Female,39,8,162532.14,3,1,0,36051.46,1
15634719,704,France,Male,31,0,0.0,2,1,0,183038.33,0
15815236,574,Spain,Male,34,5,0.0,2,0,0,28269.86,0
15610337,666,Spain,Male,35,2,104832.49,1,1,0,175015.12,0
15662626,666,France,Female,40,2,0.0,2,0,0,36371.27,0
15663706,777,France,Female,32,2,0.0,1,1,0,136458.19,1
15674851,622,France,Male,38,5,0.0,2,0,0,105295.77,0
15623630,634,Germany,Female,56,3,116251.24,1,0,1,42429.88,1
