,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Label,Score
28,15793070,494,Spain,Female,41,2,"69.974,66",2,1,0,"188.426,13",1,0,"0,8058"
29,15689953,697,Spain,Male,43,10,"128.226,37",1,0,0,"188.486,94",0,1,"0,5430"
30,15581811,678,Germany,Female,30,1,"139.676,95",2,0,1,"16.146,00",0,0,"0,8627"
31,15685576,527,Spain,Female,36,6,"0,00",2,1,1,"102.280,29",0,0,"0,9368"
32,15687752,641,France,Male,30,2,"87.505,47",2,0,1,"7.278,57",0,0,"0,9721"
33,15723873,657,Spain,Male,31,3,"125.167,02",1,0,0,"98.820,39",0,0,"0,7854"
34,15567147,802,Spain,Male,40,4,"0,00",2,1,1,"81.908,09",0,0,"0,9608"
35,15664681,584,France,Female,35,2,"114.321,28",2,0,0,"15.959,01",0,0,"0,8653"
36,15619616,571,France,Female,33,9,"102.017,25",2,0,0,"128.600,49",0,0,"0,8718"
37,15777217,641,Spain,Male,25,10,"0,00",2,1,1,"180.808,39",0,0,"0,9786"
38,15597394,668,Spain,Male,34,0,"0,00",1,0,0,"99.984,86",0,0,"0,6764"
39,15744979,666,France,Female,36,8,"0,00",1,0,1,"158.666,99",0,0,"0,6983"
40,15799825,583,France,Female,44,8,"0,00",2,1,1,"27.431,62",0,0,"0,8391"
41,15795963,687,France,Male,34,7,"129.895,19",1,0,1,"28.698,17",0,0,"0,8422"
42,15632125,606,Germany,Male,45,5,"63.832,43",1,1,1,"93.707,80",0,1,"0,5232"
43,15659234,494,France,Male,30,3,"85.704,95",1,0,1,"27.886,06",0,0,"0,8854"
44,15588933,825,France,Female,36,3,"146.053,66",1,1,1,"138.344,70",0,0,"0,7603"
45,15698031,587,Germany,Female,39,6,"101.851,80",2,1,0,"7.103,71",0,0,"0,7875"
46,15674932,757,Spain,Female,44,9,"0,00",2,1,0,"177.528,92",0,0,"0,7204"
47,15722322,655,Spain,Female,78,2,"0,00",2,0,1,"188.435,38",0,0,"0,9510"
48,15662085,678,France,Female,32,9,"0,00",1,1,1,"148.210,64",0,0,"0,7386"
49,15639278,580,Germany,Female,36,6,"145.387,32",2,1,1,"169.963,20",1,0,"0,8499"
50,15637979,664,Germany,Female,36,2,"127.160,78",2,1,0,"78.140,75",0,0,"0,7403"
51,15569222,781,France,Male,32,6,"147.107,91",1,1,1,"40.066,95",0,0,"0,8783"
52,15684147,678,France,Male,43,5,"102.338,19",1,1,1,"79.649,62",0,0,"0,6498"
53,15579559,544,Spain,Male,30,8,"145.241,63",1,1,1,"80.676,83",0,0,"0,8723"
54,15742126,712,Germany,Male,38,7,"132.767,66",2,1,1,"59.115,77",0,0,"0,8712"
55,15589739,698,France,Male,41,3,"90.605,29",1,1,1,"14.357,00",0,0,"0,7578"
56,15748552,464,Germany,Male,37,4,"155.994,15",1,0,0,"143.665,44",0,0,"0,5135"
57,15683560,642,France,Female,40,7,"0,00",2,1,0,"183.963,34",0,0,"0,8750"
58,15654891,811,France,Male,30,6,"0,00",2,1,1,"180.591,32",0,0,"0,9766"
59,15732610,745,France,Female,28,6,"0,00",2,1,0,"154.389,18",0,0,"0,9125"
60,15575581,614,Germany,Female,30,3,"131.344,52",2,1,0,"54.776,64",0,0,"0,8005"
61,15576745,769,France,Male,48,2,"96.542,16",2,0,1,"197.885,72",0,0,"0,8489"
62,15573520,692,Germany,Male,49,6,"110.540,43",2,0,1,"107.472,99",0,0,"0,6856"
63,15784736,562,France,Male,45,6,"136.855,24",1,1,0,"46.864,00",0,1,"0,6977"
64,15582033,753,Germany,Male,44,3,"138.076,47",1,1,0,"15.523,09",1,1,"0,8137"
65,15604295,543,France,Male,36,6,"0,00",2,1,0,"176.728,28",0,0,"0,9460"
66,15593959,524,France,Male,28,1,"93.577,30",1,1,1,"51.670,82",0,0,"0,8831"
67,15620836,816,Germany,Female,34,2,"108.410,87",2,1,0,"102.908,91",0,0,"0,7638"
68,15790379,629,Germany,Male,28,8,"108.601,00",1,1,1,"119.647,70",0,0,"0,7134"
69,15574947,656,France,Male,36,8,"97.786,08",2,0,1,"21.478,36",0,0,"0,9467"
70,15604544,850,Germany,Male,40,4,"166.082,15",2,0,1,"44.406,17",0,0,"0,9072"
71,15770345,559,Spain,Female,31,1,"139.183,06",1,0,1,"143.360,56",0,0,"0,7845"
72,15808526,783,Germany,Female,58,3,"127.539,30",1,1,1,"96.590,39",1,1,"0,7284"
73,15668104,479,Spain,Male,37,6,"118.433,94",1,0,1,"160.060,90",0,0,"0,8234"
74,15586970,695,Germany,Male,52,8,"103.023,26",1,1,1,"22.485,64",0,1,"0,6818"
75,15761713,678,France,Female,43,7,"178.074,33",1,0,0,"110.405,90",0,1,"0,6739"
76,15569423,731,Spain,Male,41,4,"0,00",2,1,0,"22.299,27",0,0,"0,9260"
77,15688637,592,France,Female,27,4,"0,00",2,1,1,"183.569,25",0,0,"0,9472"
78,15614813,777,Germany,Female,46,0,"107.362,80",1,1,0,"487,30",0,1,"0,8805"
79,15718281,706,Germany,Male,67,1,"123.276,69",2,1,1,"86.507,88",1,0,"0,9261"
80,15763613,581,France,Male,30,1,"0,00",2,1,0,"199.464,08",0,0,"0,9713"
81,15767757,562,Spain,Female,29,9,"120.307,58",1,1,1,"6.795,61",0,0,"0,8412"
82,15667424,682,Germany,Female,43,7,"111.094,05",2,1,1,"64.679,30",0,0,"0,6780"
83,15763097,809,Spain,Male,80,8,"0,00",2,0,1,"34.164,05",0,0,"0,9719"
84,15633461,639,Germany,Male,38,5,"130.170,82",1,1,1,"149.599,62",0,0,"0,5277"
85,15600478,752,France,Male,39,3,"0,00",1,1,0,"188.187,05",0,0,"0,5601"
86,15589449,815,France,Female,56,3,"0,00",3,1,1,"94.248,16",1,1,"0,8821"
87,15631162,631,France,Male,32,10,"0,00",2,0,1,"196.342,66",0,0,"0,9757"
88,15768340,642,Germany,Female,19,3,"113.905,48",1,1,1,"176.137,20",0,0,"0,6470"
89,15615020,595,Germany,Female,41,9,"150.463,11",2,0,1,"81.548,38",0,0,"0,8320"
90,15641604,850,France,Female,55,10,"98.488,08",1,1,0,"155.879,57",1,1,"0,9179"
91,15742886,642,France,Male,26,1,"138.023,79",2,0,1,"117.060,20",0,0,"0,9673"
92,15743709,683,France,Male,30,4,"66.190,33",1,1,1,"115.186,97",0,0,"0,8714"
93,15599131,650,Germany,Male,26,4,"214.346,96",2,1,0,"128.815,33",0,0,"0,9357"
94,15630419,634,France,Male,44,9,"149.961,11",1,1,0,"57.121,51",0,1,"0,6638"
95,15682576,763,France,Male,67,1,"149.436,73",2,0,1,"106.282,74",0,0,"0,9603"
96,15790659,701,Spain,Male,59,7,"0,00",2,0,1,"27.597,59",0,0,"0,8976"
97,15646168,834,Spain,Male,33,5,"0,00",2,1,0,"66.285,18",0,0,"0,9562"
98,15585388,660,Germany,Male,31,9,"125.189,75",2,1,1,"139.874,43",0,0,"0,9070"
99,15722083,591,Spain,Male,39,8,"0,00",2,0,0,"42.392,24",0,0,"0,9438"
100,15742028,602,France,Female,35,5,"0,00",2,1,0,"31.050,02",0,0,"0,8997"
101,15805884,637,France,Female,41,9,"0,00",2,1,0,"145.477,36",0,0,"0,8408"
102,15731543,679,Spain,Male,58,9,"109.327,65",1,1,1,"3.829,13",0,0,"0,6793"
103,15795571,606,Spain,Male,36,0,"94.153,56",1,0,1,"120.138,27",0,0,"0,8303"
104,15668669,423,France,Female,36,5,"97.665,61",1,1,0,"118.372,55",1,0,"0,5960"
105,15740147,725,France,Female,44,10,"0,00",1,0,1,"93.777,61",0,1,"0,5515"
106,15626985,850,France,Female,39,0,"104.386,53",1,1,0,"105.886,77",0,1,"0,5162"
107,15581539,474,Spain,Male,37,3,"0,00",2,0,0,"57.175,32",0,0,"0,9545"
108,15773512,627,Spain,Female,25,4,"0,00",1,1,1,"194.313,93",0,0,"0,7835"
109,15579714,542,France,Female,29,7,"0,00",2,0,1,"196.651,72",0,0,"0,9550"
110,15742511,514,France,Male,35,3,"121.030,90",1,1,0,"10.008,68",0,0,"0,8007"
111,15754113,588,France,Female,35,0,"0,00",2,1,1,"155.485,24",0,0,"0,9290"
112,15595440,508,France,Male,49,7,"122.451,46",2,1,1,"75.808,10",0,0,"0,8208"
113,15625904,624,France,Male,26,9,"74.681,90",2,0,0,"31.231,35",0,0,"0,9567"
114,15616525,720,Spain,Male,31,4,"141.356,47",1,0,0,"137.985,69",0,0,"0,7916"
115,15764916,616,Germany,Female,43,7,"95.984,21",1,0,1,"115.262,54",1,1,"0,5716"
116,15784323,449,France,Female,21,7,"0,00",2,0,0,"175.743,92",0,0,"0,9325"
117,15712121,657,Spain,Male,34,5,"154.983,98",1,1,0,"27.738,01",0,0,"0,7267"
118,15698716,620,France,Female,70,3,"87.926,24",2,1,0,"33.350,26",1,0,"0,5917"
119,15809248,524,France,Female,36,10,"0,00",2,1,0,"109.614,57",0,0,"0,8933"
120,15695679,776,Spain,Male,39,2,"104.349,45",1,0,0,"79.503,05",0,0,"0,6275"
121,15807989,681,Germany,Male,37,8,"73.179,34",2,1,1,"25.292,53",0,0,"0,9206"
122,15697625,791,France,Male,37,2,"163.789,49",2,1,0,"75.832,53",0,0,"0,9311"
123,15631927,574,Spain,Female,28,7,"0,00",2,0,0,"185.660,30",0,0,"0,9323"
124,15754177,712,Spain,Male,53,2,"111.061,01",2,0,0,"26.542,17",0,1,"0,5474"
125,15815428,823,France,Male,34,3,"105.057,33",1,1,0,"9.217,92",0,0,"0,8286"
126,15644765,689,Germany,Male,26,4,"120.727,97",1,0,1,"149.073,88",0,0,"0,7587"
127,15766686,659,Germany,Female,39,1,"104.502,11",1,1,0,"20.652,69",0,1,"0,7451"
128,15714080,566,Germany,Female,40,2,"97.001,36",2,1,0,"154.486,01",0,0,"0,7258"
129,15693947,614,France,Female,19,5,"97.445,49",2,1,0,"122.823,34",0,0,"0,8772"
130,15580912,748,France,Male,32,5,"154.737,88",2,1,1,"172.638,13",0,0,"0,9609"
131,15717065,686,France,Female,35,8,"105.419,73",1,1,0,"35.356,46",0,0,"0,5937"
132,15727391,688,Germany,Male,29,9,"144.553,50",2,1,0,"143.454,95",0,0,"0,8841"
133,15810864,700,France,Female,82,2,"0,00",2,0,1,"182.055,36",0,0,"0,9489"
134,15583850,672,Germany,Male,68,0,"126.061,51",2,1,1,"184.936,77",0,0,"0,9213"
135,15737556,590,France,Male,43,7,"81.076,80",2,1,1,"182.627,25",1,0,"0,8949"
136,15665524,605,Spain,Male,41,5,"103.154,66",1,0,0,"143.203,78",0,0,"0,5636"
137,15587596,628,Spain,Female,39,8,"107.553,33",1,1,0,"117.523,41",0,1,"0,5347"
138,15629739,621,Germany,Female,31,8,"100.375,39",1,1,1,"90.384,26",0,0,"0,6283"
139,15654238,673,France,Female,40,5,"137.494,28",1,1,0,"81.753,92",0,1,"0,5802"
140,15806901,584,France,Female,39,2,"112.687,69",1,1,1,"127.749,61",0,0,"0,6479"
141,15701741,711,France,Female,39,3,"152.462,79",1,1,0,"90.305,97",0,1,"0,5375"
142,15796764,684,Germany,Female,56,3,"127.585,98",3,1,1,"80.593,49",1,1,"0,9430"
143,15569209,464,Spain,Female,34,5,"76.001,57",1,1,1,"158.668,87",0,0,"0,7743"
144,15614923,630,Spain,Male,41,7,"107.511,52",1,0,1,"46.156,87",0,0,"0,7520"
145,15703292,573,France,Male,26,8,"86.270,93",2,1,1,"90.177,30",0,0,"0,9681"
146,15692235,750,France,Female,38,1,"0,00",2,1,0,"47.764,99",0,0,"0,8932"
147,15691823,672,France,Male,37,5,"153.195,59",1,1,1,"162.763,01",0,0,"0,8285"
148,15648794,836,Spain,Male,57,4,"101.247,06",1,1,0,"37.141,62",1,1,"0,8641"
149,15592089,788,France,Female,43,10,"0,00",2,1,1,"116.111,51",0,0,"0,8637"
150,15708063,712,France,Male,36,2,"100.749,50",3,0,0,"70.758,37",1,1,"0,7820"
151,15602030,717,France,Male,28,4,"128.206,79",1,1,1,"54.272,12",0,0,"0,8824"
152,15611371,736,France,Male,43,4,"176.134,54",1,1,1,"52.856,88",0,0,"0,6626"
153,15806134,707,Germany,Male,34,9,"162.691,16",2,1,0,"94.912,78",0,0,"0,9026"
154,15685829,551,France,Male,37,3,"0,00",2,1,1,"50.578,40",0,0,"0,9608"
155,15761374,706,France,Male,54,9,"117.444,51",1,1,1,"186.238,85",0,0,"0,5653"
156,15795878,636,Spain,Male,45,3,"0,00",2,1,1,"159.463,80",0,0,"0,9064"
157,15663808,666,Germany,Female,59,8,"152.614,51",2,1,1,"188.782,30",0,0,"0,7189"
158,15697100,772,Germany,Female,48,6,"108.736,52",1,1,0,"184.564,67",1,1,"0,9087"
159,15801904,677,Germany,Male,28,0,"143.988,00",2,1,0,"8.755,69",1,0,"0,9018"
160,15711130,734,France,Male,45,2,"0,00",2,1,0,"99.593,28",0,0,"0,7923"
161,15576352,586,Spain,Female,57,3,"0,00",2,0,1,"6.057,81",0,0,"0,8501"
162,15768104,788,Spain,Male,37,8,"141.541,25",1,0,0,"66.013,27",0,0,"0,7268"
163,15676715,640,France,Male,68,9,"0,00",2,1,1,"199.493,38",0,0,"0,9742"
164,15768465,582,Germany,Male,35,8,"121.309,17",2,1,1,"28.750,67",0,0,"0,8781"
165,15580956,683,Germany,Female,43,4,"115.888,04",1,1,1,"117.349,19",1,1,"0,6728"
166,15672467,766,France,Female,52,7,"92.510,90",2,0,1,"66.193,61",0,0,"0,6804"
167,15724890,584,Spain,Male,36,4,"82.696,09",2,0,0,"83.058,14",0,0,"0,9338"
168,15690695,683,France,Female,33,9,"0,00",2,1,1,"38.784,42",0,0,"0,9340"
169,15668058,661,Germany,Male,35,8,"124.098,54",1,1,0,"86.678,48",0,1,"0,5623"
170,15620398,635,Spain,Female,34,5,"98.683,47",2,1,0,"15.733,19",0,0,"0,8627"
171,15569438,607,Germany,Male,36,10,"106.702,94",2,0,0,"198.313,69",0,0,"0,8738"
172,15575002,676,France,Male,29,4,"140.720,93",1,1,0,"36.221,18",0,0,"0,7825"
173,15652169,642,France,Male,35,2,"133.161,95",1,0,1,"122.254,86",0,0,"0,8271"
174,15798053,707,Spain,Male,32,9,"0,00",2,1,0,"126.475,79",0,0,"0,9570"
175,15775082,749,France,Male,42,1,"129.776,72",2,0,1,"143.538,51",0,0,"0,9211"
176,15727489,567,Spain,Female,45,1,"157.320,51",1,1,0,"62.193,92",0,1,"0,7803"
177,15694272,673,France,Male,30,1,"64.097,75",1,1,1,"77.783,35",0,0,"0,8742"
178,15600991,694,Germany,Male,31,6,"109.052,59",2,1,1,"19.448,93",1,0,"0,9124"
179,15658067,636,Germany,Female,48,3,"120.568,41",1,1,0,"190.160,04",1,1,"0,9031"
180,15570859,626,Germany,Male,36,2,"181.671,16",2,1,1,"57.531,14",0,0,"0,9141"
181,15694601,583,France,Female,31,4,"158.978,79",1,1,0,"12.538,92",0,0,"0,6552"
182,15766896,750,France,Male,37,3,"0,00",2,1,0,"16.870,20",0,0,"0,9466"
183,15766017,615,Germany,Male,58,3,"72.309,30",1,1,1,"85.687,09",1,1,"0,5585"
184,15781586,837,Germany,Male,38,2,"126.732,85",1,1,1,"79.577,38",0,0,"0,5568"
185,15686941,575,Spain,Female,26,7,"0,00",2,1,0,"112.507,63",0,0,"0,9166"
186,15731246,628,Spain,Male,40,10,"0,00",2,1,0,"103.832,58",0,0,"0,9267"
187,15646756,682,France,Female,33,8,"74.963,50",1,1,1,"32.770,56",0,0,"0,7648"
188,15634772,682,Spain,Female,59,0,"122.661,39",1,0,1,"84.803,76",0,1,"0,5228"
189,15748649,644,France,Male,40,8,"93.183,19",1,1,0,"73.882,49",0,0,"0,5240"
190,15810878,537,Spain,Female,38,6,"141.786,78",1,0,1,"147.797,54",0,0,"0,7560"
191,15714380,827,France,Male,38,5,"0,00",2,0,0,"103.305,01",0,0,"0,9519"
192,15634606,634,Spain,Male,52,1,"0,00",2,1,1,"176.913,42",0,0,"0,8769"
193,15645937,790,Spain,Male,32,3,"0,00",1,1,0,"91.044,47",0,0,"0,7150"
194,15683363,540,Spain,Male,39,1,"0,00",1,0,1,"108.419,41",0,0,"0,6943"
195,15756118,661,Spain,Male,20,8,"0,00",1,1,0,"110.252,53",0,0,"0,7563"
196,15766734,430,France,Male,31,5,"0,00",1,1,0,"95.655,16",0,0,"0,7315"
197,15739357,756,Spain,Male,30,2,"145.127,85",1,0,0,"7.554,68",0,0,"0,8579"
198,15568240,492,Germany,Female,30,10,"77.168,87",2,0,1,"146.700,22",0,0,"0,9201"
199,15567328,738,Spain,Male,38,5,"177.997,07",1,0,1,"19.233,41",0,0,"0,8338"
200,15600280,703,France,Female,32,6,"0,00",2,0,0,"33.606,52",0,0,"0,9255"
201,15711602,676,France,Female,36,3,"91.711,59",1,1,1,"95.393,43",0,0,"0,7427"
202,15812594,791,France,Male,34,7,"0,00",2,1,0,"96.734,46",0,0,"0,9530"
203,15759480,644,France,Female,40,10,"139.180,97",1,1,1,"19.959,67",0,0,"0,6379"
204,15660871,665,France,Male,28,8,"137.300,23",1,1,0,"90.174,83",0,0,"0,7822"
205,15597909,652,Germany,Male,33,7,"128.135,99",1,1,0,"158.437,73",0,1,"0,5473"
206,15614893,689,Spain,Male,38,2,"0,00",1,1,1,"82.709,80",0,0,"0,7704"
207,15758023,544,Germany,Male,47,5,"105.245,21",1,0,0,"99.922,08",1,1,"0,8841"
208,15699507,542,France,Female,25,7,"0,00",2,0,1,"82.393,08",0,0,"0,9487"
209,15607040,593,Spain,Female,38,4,"88.736,44",2,1,0,"67.020,03",0,0,"0,8498"
210,15748595,689,France,Female,29,1,"77.556,79",2,1,1,"122.998,26",0,0,"0,9085"
211,15580043,575,Spain,Female,22,8,"105.229,34",1,1,1,"34.397,08",0,0,"0,7863"
212,15606836,782,France,Female,33,2,"94.493,03",1,0,1,"101.866,39",0,0,"0,7738"
213,15701281,511,France,Male,27,8,"0,00",2,1,1,"49.089,36",0,0,"0,9743"
214,15670427,662,Spain,Male,37,4,"155.187,30",1,1,0,"48.930,80",0,0,"0,6900"
215,15798666,814,France,Female,36,6,"0,00",2,1,1,"98.657,01",0,0,"0,9303"
216,15793135,713,Germany,Female,24,7,"147.687,24",1,1,1,"121.592,50",0,0,"0,7028"
217,15641411,756,France,Female,23,1,"112.568,31",1,1,1,"113.408,11",0,0,"0,7997"
218,15792473,598,Germany,Female,50,5,"88.379,81",3,0,1,"64.157,24",1,1,"0,9211"
219,15704315,556,France,Male,34,8,"163.757,06",1,1,1,"104.000,06",0,0,"0,8408"
220,15588923,591,France,Female,33,4,"113.743,37",1,1,0,"124.625,08",0,0,"0,6038"
221,15575498,705,France,Female,39,5,"149.379,66",2,1,0,"96.075,55",0,0,"0,8124"
222,15572145,767,France,Female,34,8,"0,00",2,1,0,"94.767,77",0,0,"0,9014"
223,15745201,612,France,Female,43,4,"139.496,35",2,1,1,"77.128,23",0,0,"0,7962"
224,15605622,841,Spain,Male,28,4,"0,00",2,1,1,"179.436,60",0,0,"0,9766"
225,15773322,536,Germany,Female,44,4,"121.898,82",1,0,0,"131.007,18",0,1,"0,8519"
226,15773447,526,Spain,Male,30,8,"0,00",1,1,0,"36.251,00",0,0,"0,7070"
227,15623450,637,Germany,Female,27,7,"135.842,89",1,1,1,"101.418,05",0,0,"0,6196"
228,15741693,693,France,Male,40,4,"130.661,96",1,1,1,"101.918,96",0,0,"0,7305"
229,15658956,505,Germany,Male,40,6,"47.869,69",2,1,1,"155.061,97",0,0,"0,9049"
230,15782641,710,Spain,Female,29,3,"119.670,18",1,1,0,"188.022,44",0,0,"0,6688"
231,15808228,768,Spain,Female,44,6,"60.603,40",1,1,1,"178.045,97",0,1,"0,5165"
232,15610226,614,France,Female,27,9,"106.414,57",2,0,0,"77.500,81",0,0,"0,8817"
233,15812616,707,France,Female,49,10,"0,00",1,1,0,"82.967,97",1,1,"0,8758"
234,15642709,474,France,Female,30,9,"0,00",2,0,0,"63.158,22",0,0,"0,9282"
235,15655410,768,Germany,Male,49,1,"133.384,66",1,1,0,"102.397,22",1,1,"0,8842"
236,15794895,581,Spain,Male,34,1,"0,00",2,0,1,"81.175,25",0,0,"0,9671"
237,15694192,598,Spain,Female,38,6,"0,00",2,0,0,"173.783,38",0,0,"0,9166"
238,15680772,721,Spain,Female,36,2,"0,00",2,1,1,"106.977,80",0,0,"0,9357"
239,15795132,735,France,Female,25,3,"91.718,80",1,0,0,"28.411,23",0,0,"0,6980"
240,15605673,716,Spain,Female,29,8,"0,00",2,0,0,"78.616,92",0,0,"0,9212"
241,15746674,730,France,Female,47,7,"0,00",1,1,0,"33.373,26",1,1,"0,8628"
242,15764419,730,France,Male,27,5,"0,00",2,1,1,"116.081,93",0,0,"0,9738"
243,15734649,779,Spain,Female,55,0,"133.295,98",1,1,0,"22.832,71",1,1,"0,9346"
244,15713912,516,Spain,Female,45,8,"109.044,30",1,0,1,"115.818,16",0,0,"0,5209"
245,15734987,658,France,Female,43,7,"140.260,36",2,1,0,"2.748,72",0,0,"0,7421"
246,15582259,567,France,Female,37,7,"0,00",2,1,1,"28.690,90",0,0,"0,9278"
247,15669611,632,France,Male,71,3,"83.116,68",1,1,1,"27.597,76",0,0,"0,8655"
248,15797329,626,France,Male,43,4,"137.638,69",1,1,0,"130.442,08",1,1,"0,6283"
249,15659567,473,France,Female,39,9,"117.103,26",2,1,1,"85.937,52",1,0,"0,8789"
250,15626414,703,France,Male,44,6,"98.862,54",1,1,0,"151.516,70",0,1,"0,6477"
251,15721462,622,Spain,Female,58,2,"0,00",2,1,1,"33.277,31",0,0,"0,8139"
252,15591969,497,Spain,Male,27,9,"75.263,16",1,1,1,"164.825,04",0,0,"0,8760"
253,15600821,721,France,Male,69,2,"108.424,19",1,1,1,"178.418,35",0,0,"0,8764"
254,15654489,843,France,Female,38,8,"134.887,53",1,1,1,"10.804,04",0,0,"0,8088"
255,15619889,556,France,Male,26,4,"0,00",1,1,0,"195.167,38",0,0,"0,8126"
256,15607312,648,Spain,Female,49,10,"0,00",2,1,1,"159.835,78",1,0,"0,7969"
257,15643824,637,France,Male,33,0,"132.255,99",2,0,1,"74.588,41",0,0,"0,9475"
258,15749472,775,France,Male,45,8,"0,00",1,1,0,"130.376,68",0,1,"0,7582"
259,15646082,676,France,Female,34,8,"82.909,14",1,1,0,"91.817,38",1,0,"0,6078"
260,15780628,633,France,Female,30,6,"0,00",2,0,0,"41.642,29",0,0,"0,9255"
261,15624755,707,Germany,Female,40,3,"109.628,44",1,1,0,"189.366,03",0,1,"0,7316"
262,15697201,640,Spain,Female,46,3,"0,00",1,1,1,"156.260,08",0,1,"0,5711"
263,15789425,694,Germany,Female,37,8,"98.218,04",2,1,0,"182.354,46",1,0,"0,8044"
264,15755521,660,France,Female,48,0,"90.044,32",2,0,1,"187.604,97",1,0,"0,7180"
265,15598846,700,France,Female,44,2,"58.781,76",1,1,0,"16.874,92",0,1,"0,7954"
266,15756277,850,Germany,Female,43,8,"92.244,83",2,1,0,"54.949,73",0,0,"0,6309"
267,15589948,607,Spain,Male,28,1,"135.936,10",2,1,1,"110.560,14",0,0,"0,9592"
268,15756472,804,France,Male,25,7,"108.396,67",1,1,0,"128.276,95",0,0,"0,8304"
269,15592877,641,Spain,Male,42,9,"132.657,55",1,1,0,"35.367,19",0,1,"0,5283"
270,15632280,544,Spain,Female,53,9,"0,00",1,1,0,"125.692,07",1,1,"0,9336"
271,15724223,545,France,Female,55,5,"0,00",1,0,0,"10.034,77",1,1,"0,8852"
272,15726087,592,France,Female,62,5,"0,00",1,1,1,"100.941,57",0,1,"0,6103"
273,15651001,725,Germany,Female,39,5,"116.803,80",1,1,0,"124.052,97",0,1,"0,7498"
274,15720968,606,Germany,Male,27,2,"130.274,26",2,1,0,"147.533,09",0,0,"0,8862"
275,15804072,701,Spain,Female,42,5,"0,00",2,0,0,"24.210,56",0,0,"0,8526"
276,15582168,713,Germany,Female,61,4,"149.525,34",2,1,0,"123.663,63",0,1,"0,7424"
277,15794276,588,France,Female,64,3,"0,00",1,1,1,"189.703,65",0,0,"0,6466"
278,15692416,358,Spain,Female,52,8,"143.542,36",3,1,0,"141.959,11",1,1,"0,9774"
279,15814846,691,France,Male,52,3,"0,00",1,1,0,"175.843,68",1,1,"0,8730"
280,15636626,718,France,Male,35,3,"97.560,16",1,1,1,"53.511,74",0,0,"0,8436"
281,15584899,617,France,Female,35,5,"0,00",2,0,1,"13.066,30",0,0,"0,9381"
282,15755405,710,France,Male,43,9,"128.284,45",1,1,0,"32.996,89",1,1,"0,6213"
283,15713769,617,Spain,Male,38,7,"0,00",1,1,1,"27.239,28",0,0,"0,7646"
284,15600399,598,France,Male,60,4,"0,00",1,1,0,"197.727,14",1,1,"0,8914"
285,15627630,599,France,Female,41,1,"0,00",2,1,0,"96.069,82",0,0,"0,8444"
